(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:31:24.719, 	1, 	2, 	23.3608, 	25.6651, 	1, 	4, 	3.04, 	(1.07718,0.0661904);
17:31:24.739, 	1, 	2, 	29.6058, 	26.2029, 	1, 	4, 	3.04, 	(0.65375,0.278755);
17:31:24.759, 	1, 	2, 	29.6087, 	25.5039, 	1, 	4, 	3.04, 	(0.397226,0.241343);
17:31:24.779, 	1, 	2, 	32.5566, 	25.4827, 	1, 	4, 	3.04, 	(-0.638594,-0.553647);
17:31:24.799, 	1, 	2, 	26.8489, 	25.6159, 	1, 	4, 	3.04, 	(0.195866,-0.979619);
17:31:24.820, 	1, 	2, 	31.2554, 	26.2564, 	1, 	-1.249e-14, 	3.04, 	(0.393083,0.590423);
17:31:24.841, 	1, 	2, 	30.7711, 	25.5566, 	1, 	-1.249e-14, 	3.04, 	(-0.372181,-0.673137);
17:31:24.860, 	1, 	2, 	29.2044, 	26.1241, 	1, 	-1.249e-14, 	3.04, 	(0.455633,-0.463065);
17:31:24.880, 	1, 	2, 	28.9571, 	24.4723, 	1, 	-1.249e-14, 	3.04, 	(0.329607,-0.488361);
17:31:24.900, 	1, 	2, 	31.3743, 	25.6961, 	1, 	-1.249e-14, 	3.04, 	(0.264632,0.47648);
17:31:24.921, 	1, 	2, 	28.9609, 	25.3893, 	1, 	-1.249e-14, 	3.04, 	(0.449567,-0.0795608);
17:31:24.944, 	1, 	2, 	30.7752, 	26.1859, 	1, 	-1.249e-14, 	3.04, 	(0.856005,0.153349);
17:31:24.961, 	1, 	2, 	20.7056, 	24.598, 	1, 	-1.249e-14, 	3.04, 	(0.645885,0.694624);
17:31:24.981, 	1, 	2, 	29.5359, 	19.237, 	1, 	-1.249e-14, 	3.04, 	(-0.0268687,-0.159032);
17:31:25.001, 	1, 	2, 	28.5576, 	19.237, 	1, 	-1.249e-14, 	3.04, 	(-0.0268687,-0.159032);
17:31:25.021, 	1, 	2, 	20.0027, 	19.237, 	1, 	-1.249e-14, 	3.04, 	(-0.0268687,-0.159032);
17:31:25.042, 	1, 	2, 	29.156, 	19.2349, 	1, 	-1.249e-14, 	3.04, 	(-0.0404475,0.144569);
17:31:25.061, 	1, 	2, 	28.6428, 	18.8713, 	1, 	-1.249e-14, 	3.04, 	(-0.00282386,-0.105001);
17:31:25.082, 	1, 	2, 	19.2427, 	24.1703, 	1, 	-1.249e-14, 	3.04, 	(0.70104,0.422256);
17:31:25.102, 	1, 	2, 	30.1369, 	25.6288, 	1, 	-1.249e-14, 	3.04, 	(-0.181735,-0.756099);
17:31:25.122, 	1, 	2, 	26.783, 	26.636, 	1, 	-1.249e-14, 	3.04, 	(-0.228979,-0.915011);
17:31:25.142, 	1, 	2, 	19.7016, 	23.2176, 	1, 	-1.249e-14, 	3.04, 	(0.781534,0.025026);
