(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
15:42:05.542, 	1, 	2, 	9.66951, 	20.6031, 	1, 	4, 	2.736, 	(-0.187143,-0.246535);
15:42:05.570, 	1, 	2, 	17.6615, 	22.6323, 	1, 	4, 	2.736, 	(-0.330777,0.166777);
15:42:05.583, 	1, 	2, 	17.0554, 	18.6597, 	1, 	4, 	2.736, 	(-0.1394,-0.188211);
15:42:05.603, 	1, 	2, 	15.7151, 	22.2984, 	1, 	4, 	3.04, 	(0.0486581,-0.33774);
15:42:05.623, 	1, 	2, 	15.9525, 	19.7964, 	1, 	4, 	3.04, 	(0.192626,0.103741);
15:42:05.643, 	1, 	2, 	16.0606, 	21.9988, 	1, 	4, 	3.04, 	(-0.136412,0.236354);
15:42:05.683, 	1, 	2, 	17.8878, 	20.6982, 	1, 	4, 	3.04, 	(0.0160665,0.267069);
15:42:05.705, 	1, 	2, 	13.6554, 	20.2266, 	1, 	4, 	3.04, 	(0.312572,-0.0024837);
15:42:05.724, 	1, 	2, 	9.0572, 	19.1398, 	1, 	4, 	3.04, 	(0.0593467,0.122274);
15:42:05.804, 	1, 	2, 	10.9499, 	17.8788, 	1, 	4, 	3.04, 	(-0.00916568,-0.0894113);
15:42:05.826, 	1, 	2, 	15.5144, 	20.2838, 	1, 	4, 	3.04, 	(0.297074,0.0871916);
15:42:05.844, 	1, 	2, 	16.5852, 	17.5557, 	1, 	4, 	3.04, 	(-0.128799,-0.0801353);
15:42:05.871, 	1, 	2, 	10.5509, 	15.4147, 	1, 	4, 	3.04, 	(-0.000664311,0.128809);
15:42:05.885, 	1, 	2, 	17.5003, 	21.5095, 	1, 	4, 	3.04, 	(-0.00840016,-0.373473);
15:42:05.907, 	1, 	2, 	13.9968, 	18.5524, 	1, 	4, 	3.04, 	(-0.22069,-0.0457658);
15:42:05.925, 	1, 	2, 	17.8863, 	21.5649, 	1, 	4, 	3.04, 	(0.342689,0.138961);
15:42:05.945, 	1, 	2, 	14.6512, 	18.5411, 	1, 	4, 	3.04, 	(0.189376,-0.101294);
15:42:05.972, 	1, 	2, 	20.0967, 	22.962, 	1, 	4, 	3.04, 	(0.283432,0.196884);
15:42:05.986, 	1, 	2, 	15.8154, 	22.4039, 	1, 	-1.38778e-15, 	3.04, 	(0.199275,-0.155184);
15:42:06.008, 	0, 	2, 	9.386, 	9.91558, 	1, 	-1.38778e-15, 	3.04, 	(0.00602186,-0.0565552);
15:42:06.026, 	0, 	2, 	14.5122, 	9.02145, 	0, 	4, 	2.736, 	(0.0276298,-0.0468716);
15:42:06.044, 	1, 	1, 	16.6296, 	12.5959, 	0, 	8, 	2.128, 	(0.119921,-0.276466);(-0.481923,-0.066296);(0.498889,0.551967);(-0.091869,-0.432447);
15:42:06.068, 	1, 	2, 	16.9884, 	18.9451, 	1, 	8, 	2.128, 	(0.160738,0.104743);
15:42:06.086, 	1, 	2, 	15.167, 	17.1479, 	1, 	8, 	2.128, 	(-0.0563313,0.100214);
15:42:06.106, 	1, 	2, 	13.1064, 	17.1565, 	1, 	8, 	2.128, 	(-0.115212,0.110221);
15:42:06.127, 	1, 	2, 	15.7136, 	17.4716, 	1, 	8, 	2.128, 	(0.0766496,0.192356);
