(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:37:08.181, 	1, 	2, 	20.442, 	20.0126, 	1, 	-1.249e-14, 	3.04, 	(-0.0643103,0.675918);
17:37:08.201, 	1, 	2, 	29.4058, 	24.3349, 	1, 	-1.249e-14, 	3.04, 	(0.350601,-0.203955);
17:37:08.222, 	1, 	2, 	28.1065, 	24.0207, 	1, 	-1.249e-14, 	3.04, 	(-0.369038,0.349294);
17:37:08.241, 	1, 	2, 	20.2575, 	22.7163, 	1, 	-1.249e-14, 	3.04, 	(0.391249,-0.384745);
17:37:08.262, 	1, 	2, 	24.1555, 	20.3167, 	1, 	-1.249e-14, 	3.04, 	(-0.139012,-0.256257);
17:37:08.282, 	1, 	2, 	27.317, 	20.5444, 	1, 	-1.249e-14, 	3.04, 	(-0.193452,0.112643);
17:37:08.306, 	1, 	2, 	29.688, 	25.8623, 	1, 	-1.249e-14, 	3.04, 	(0.584483,-0.449829);
17:37:08.322, 	1, 	2, 	30.5954, 	25.8494, 	1, 	-1.249e-14, 	3.04, 	(0.0264331,-0.718484);
17:37:08.342, 	1, 	2, 	29.5387, 	19.2385, 	1, 	-1.249e-14, 	3.04, 	(-0.168242,-0.0976475);
17:37:08.362, 	1, 	2, 	19.6142, 	13.813, 	1, 	-1.249e-14, 	3.04, 	(0.0215469,-0.033761);
17:37:08.382, 	1, 	2, 	23.3401, 	26.3076, 	1, 	-1.249e-14, 	3.04, 	(-0.85564,0.117098);
17:37:08.402, 	1, 	2, 	27.2404, 	20.0401, 	1, 	-1.249e-14, 	3.04, 	(-0.251041,-0.0716296);
17:37:08.423, 	1, 	2, 	30.1966, 	21.9191, 	1, 	-1.249e-14, 	3.04, 	(0.195384,0.129359);
17:37:08.443, 	1, 	2, 	22.4798, 	19.9809, 	1, 	-1.249e-14, 	3.04, 	(0.338266,0.0484353);
17:37:08.463, 	1, 	2, 	29.1096, 	25.8687, 	1, 	-1.249e-14, 	3.04, 	(0.496862,-0.489594);
17:37:08.483, 	1, 	2, 	28.2955, 	25.8516, 	1, 	-1.249e-14, 	3.04, 	(-0.533361,-0.106384);
17:37:08.503, 	1, 	2, 	30.5043, 	24.975, 	1, 	-1.249e-14, 	3.04, 	(0.56232,-0.620159);
17:37:08.523, 	1, 	2, 	29.3197, 	21.2699, 	1, 	-1.249e-14, 	3.04, 	(-0.163696,-0.225069);
17:37:08.544, 	1, 	2, 	29.0349, 	22.3272, 	1, 	-1.249e-14, 	3.04, 	(0.233995,0.0670349);
17:37:08.564, 	1, 	2, 	31.2236, 	23.1578, 	1, 	-1.249e-14, 	3.04, 	(-0.0641375,0.392302);
17:37:08.584, 	1, 	2, 	25.5479, 	18.1738, 	1, 	-1.249e-14, 	3.04, 	(0.177046,0.0679363);
17:37:08.606, 	1, 	2, 	28.5265, 	23.8921, 	1, 	-1.249e-14, 	3.04, 	(0.0391404,-0.216722);
17:37:08.624, 	1, 	2, 	31.3061, 	23.3076, 	1, 	-1.249e-14, 	3.04, 	(-0.271765,-0.16979);
17:37:08.644, 	1, 	2, 	28.9631, 	22.9861, 	1, 	-1.249e-14, 	3.04, 	(-0.2848,-0.00766401);
17:37:08.664, 	1, 	2, 	29.6031, 	25.9377, 	1, 	-1.249e-14, 	3.04, 	(0.459047,-0.761402);
